Material;Storage Location;User Name;Time of Entry;Material Document;Posting Date;Quantity;Unit of Entry;Amt.in loc.cur.;Material Description;Entry Date;Supplier
107809;SK20;JOB-BATCH;00:10:33;5005648271;18.08.2023;100;PC;2 812,38;Pivot;18.08.2023;300598
107932;SK20;JOB-BATCH;00:10:33;5005648271;18.08.2023;125;PC;3 547,68;Pivot;18.08.2023;300598
109691;SK20;JOB-BATCH;00:10:33;5005648271;18.08.2023;450;PC;8 482,09;Pivot;18.08.2023;300598
188585;SK20;JOB-BATCH;00:10:33;5004822304;08.02.2023;7 500;PC;3 661,58;Crank;08.02.2023;83143
W000009445;SK20;JOB-BATCH;00:10:33;5005648271;18.08.2023;100;PC;2 598,05;Pivot;18.08.2023;300598
W000026316;SK20;JOB-BATCH;00:10:33;5005648271;18.08.2023;1 500;PC;5 213,63;Blade nozzle PIN Daimler;18.08.2023;300598
W000028379S1;SK20;JOB-BATCH;00:10:33;5005648271;18.08.2023;600;PC;16 484,66;Pivot assy;18.08.2023;300598
W000028380S1;SK20;JOB-BATCH;00:10:33;5005648271;18.08.2023;600;PC;17 346,96;Pivot assy;18.08.2023;300598
W000102756;SK20;JOB-BATCH;00:10:33;5004773868;27.01.2023;12 800;PC;15 262,08;Spline FB1 655 R4000 14N;27.01.2023;4879
W178781;SK20;JOB-BATCH;00:10:33;5004969819;11.03.2023;1 023;PC;33 364,61;Wiper blade flat L460 DS RHD H;11.03.2023;4879
W198367;SK20;JOB-BATCH;00:10:33;5005411461;10.06.2023;2 000;PC;7 585,24;Rubber FB1 530 1CA2 L1-5,4 CR-Extr;10.06.2023;4879
W000094177;SK20;JOB-BATCH;00:10:34;5004993889;16.03.2023;7 680;PC;9 515,98;Spline FB1_L646_7.17x1.03_ST02340;16.03.2023;4879
W200194;SK20;JOB-BATCH;00:10:34;5005822721;13.10.2023;630;PC;9 379,56;Wiper blade flat L460 PS LHD UH;13.10.2023;4879
W200194;SK20;JOB-BATCH;00:10:35;5004969820;11.03.2023;1 047;PC;16 420,80;Wiper blade flat L460 PS LHD UH;11.03.2023;4879
W000071177;SK20;JOB-BATCH;00:10:36;5005726664;09.09.2023;196;PC;2 826,19;Aquablade UFB 475 GEN2V LHD;09.09.2023;4879
W000078577;SK20;JOB-BATCH;00:10:36;5005251913;06.05.2023;504;PC;17 546,30;Aquablade UFB 475 GEN2V LHD;06.05.2023;4879
W000081912;SK20;JOB-BATCH;00:10:36;5005822722;13.10.2023;4 800;PC;4 748,45;Spline FB1 505 asm 17N;13.10.2023;4879
W000107321;SK20;JOB-BATCH;00:10:36;5004896922;24.02.2023;720;PC;6 760,34;Flat Blade 550 MB LHD CrExt BR205 BR253;24.02.2023;4879
W000033365;SK20;JOB-BATCH;00:10:37;5004891629;23.02.2023;256;PC;12 566,12;Motor MNG2 W000050498;23.02.2023;124272
W000034506;SK20;JOB-BATCH;00:10:37;5004891629;23.02.2023;1 280;PC;64 865,98;Motor MNG2 W000050496;23.02.2023;124272
W000050101;SK20;JOB-BATCH;00:10:37;5004891629;23.02.2023;256;PC;12 914,20;Motor - MNG2;23.02.2023;124272
W000065123;SK20;JOB-BATCH;00:10:37;5004891629;23.02.2023;200;PC;28 453,16;Motor MNG3;23.02.2023;124272
W000070115;SK20;JOB-BATCH;00:10:37;5005469367;24.06.2023;6 400;PC;5 978,11;Spline FB1 505 R4000 14N;24.06.2023;4879
109693;SK20;JOB-BATCH;00:10:38;5004822305;08.02.2023;1 008;PC;3 999,00;Link;08.02.2023;83143
W000078577;SK20;JOB-BATCH;00:10:38;5004721850;14.01.2023;845;PC;28 379,43;Aquablade UFB 475 GEN2V LHD;14.01.2023;4879
W000098720;SK20;JOB-BATCH;00:10:38;5005209298;27.04.2023;9 600;PC;10 480,99;Spline FB1 535 asm 16N;27.04.2023;4879
W536673;SK20;JOB-BATCH;00:10:38;5004969821;11.03.2023;630;PC;10 760,62;Blade DAF P10210 DS./PS LHD;11.03.2023;4879
107809;SK20;JOB-BATCH;00:10:39;5005321419;19.05.2023;325;PC;8 987,32;Pivot;19.05.2023;300598
107932;SK20;JOB-BATCH;00:10:39;5005321419;19.05.2023;100;PC;2 781,18;Pivot;19.05.2023;300598
W000009445;SK20;JOB-BATCH;00:10:39;5005321419;19.05.2023;75;PC;1 952,84;Pivot;19.05.2023;300598
W000026316;SK20;JOB-BATCH;00:10:39;5005321419;19.05.2023;1 900;PC;6 603,93;Blade nozzle PIN Daimler;19.05.2023;300598
W000028379S1;SK20;JOB-BATCH;00:10:39;5005321419;19.05.2023;525;PC;14 143,45;Pivot assy;19.05.2023;300598
W000028380S1;SK20;JOB-BATCH;00:10:39;5005321419;19.05.2023;500;PC;14 188,54;Pivot assy;19.05.2023;300598
W000052290;SK20;JOB-BATCH;00:10:39;5005321419;19.05.2023;32;PC;635,35;Link;19.05.2023;300598
W000076004;SK20;JOB-BATCH;00:10:40;5004969822;11.03.2023;720;PC;7 697,51;Flat Blade BR247 LHD PS;11.03.2023;4879
W000082983;SK20;JOB-BATCH;00:10:40;5005030671;23.03.2023;8 000;PC;7 679,04;Spline FB1 430 R3500 14N;23.03.2023;4879
W000098709;SK20;JOB-BATCH;00:10:40;5005822723;13.10.2023;4 800;PC;5 317,63;Spline FB1 535 R3500 16N;13.10.2023;4879
W000070113;SK20;JOB-BATCH;00:10:41;5005411462;10.06.2023;7 789;PC;8 516,57;Spline FB1 655 R4000 14N;10.06.2023;4879
W000070113;SK20;JOB-BATCH;00:10:41;5005376769;01.06.2023;19 200;PC;20 993,47;Spline FB1 655 R4000 14N;01.06.2023;4879
W000102887;SK20;JOB-BATCH;00:10:41;5005209299;27.04.2023;12 800;PC;13 326,08;Spline FB1 505 R2500 16N;27.04.2023;4879
107807;SK20;JOB-BATCH;00:10:42;5005036246;24.03.2023;200;PC;5 133,99;Pivot;24.03.2023;300598
107809;SK20;JOB-BATCH;00:10:42;5005036246;24.03.2023;325;PC;9 197,51;Pivot;24.03.2023;300598
150522;SK20;JOB-BATCH;00:10:42;5005036246;24.03.2023;25;PC;674,94;Pivot;24.03.2023;300598
181373;SK20;JOB-BATCH;00:10:42;5004822306;08.02.2023;1 500;PC;9 768,60;Link;08.02.2023;83143
W000026316;SK20;JOB-BATCH;00:10:42;5005036246;24.03.2023;2 000;PC;6 951,50;Blade nozzle PIN Daimler;24.03.2023;300598
W000028379S1;SK20;JOB-BATCH;00:10:42;5005036246;24.03.2023;250;PC;6 819,34;Pivot assy;24.03.2023;300598
W000028380S1;SK20;JOB-BATCH;00:10:42;5005036246;24.03.2023;1 050;PC;30 138,41;Pivot assy;24.03.2023;300598
473375;SK20;JOB-BATCH;00:10:43;5004773869;27.01.2023;1 920;PC;36 988,44;Armature assy SW2K Atego Evobus;27.01.2023;4879
59086187;SK20;ZYLAK;00:10:43;5005797218;05.10.2023;150;KG;7 244,68;Liquid Seal;05.10.2023;4594
W000098719;SK20;JOB-BATCH;00:10:43;5005822724;13.10.2023;4 450;PC;4 984,04;Spline FB1 535 asm 16N;13.10.2023;4879
150525;SK20;JOB-BATCH;00:10:44;5004822307;08.02.2023;240;PC;1 873,96;Motor Crank;08.02.2023;83143
80002077;SK20;JOB-BATCH;00:10:44;5005494243;30.06.2023;3 600;PC;4 034,30;Rubber 552 GC5 XM107;30.06.2023;106495
80002907;SK20;JOB-BATCH;00:10:44;5005494243;30.06.2023;1 800;PC;1 721,05;Rubber 475 GC5 XM107;30.06.2023;106495
80014737;SK20;JOB-BATCH;00:10:44;5005494243;30.06.2023;780;PC;1 479,05;Rubber FB1 700 FB06 L1-5,7 XM854 GN8;30.06.2023;106495
W000004179;SK20;JOB-BATCH;00:10:44;5005494243;30.06.2023;4 800;PC;3 863,04;Rubber 343 SBTE XF835;30.06.2023;106495
W000004189;SK20;JOB-BATCH;00:10:44;5005494243;30.06.2023;2 400;PC;2 180,81;Rubber 404 SBTE XF835;30.06.2023;106495
W000004200;SK20;JOB-BATCH;00:10:44;5005494243;30.06.2023;2 400;PC;2 573,35;Rubber 505 SBTE XF835;30.06.2023;106495
W000004201;SK20;JOB-BATCH;00:10:44;5005494243;30.06.2023;2 400;PC;2 738,04;Rubber 535 SBTEXF835;30.06.2023;106495
W000096544;SK20;JOB-BATCH;00:10:44;5005494243;30.06.2023;150;PC;193,91;Rubber 657 TGC5 XM107 NR;30.06.2023;106495
107879;SK20;JOB-BATCH;00:10:45;5005435871;16.06.2023;275;PC;12 704,90;Pivot;16.06.2023;300598
107938;SK20;JOB-BATCH;00:10:45;5005435871;16.06.2023;75;PC;1 941,18;Pivot;16.06.2023;300598
110694A1;SK20;JOB-BATCH;00:10:45;5005435871;16.06.2023;48;PC;1 145,78;Link;16.06.2023;300598
W000029207S1;SK20;JOB-BATCH;00:10:45;5005435871;16.06.2023;600;PC;16 521,18;Pivot assy;16.06.2023;300598
W000029209S1;SK20;JOB-BATCH;00:10:45;5005435871;16.06.2023;325;PC;10 252,69;Pivot assy;16.06.2023;300598
W000029211;SK20;JOB-BATCH;00:10:45;5005435871;16.06.2023;350;PC;3 143,68;Bracket Assy;16.06.2023;300598
W000033636;SK20;JOB-BATCH;00:10:45;5005435871;16.06.2023;1 000;PC;3 886,90;Water ramp;16.06.2023;300598
W000057013;SK20;JOB-BATCH;00:10:45;5005435871;16.06.2023;75;PC;2 050,34;Pivot assy;16.06.2023;300598
W000057050;SK20;JOB-BATCH;00:10:45;5005435871;16.06.2023;280;PC;5 158,43;Link Assy;16.06.2023;300598
W000057053;SK20;JOB-BATCH;00:10:45;5005435871;16.06.2023;192;PC;3 644,07;Link Assy;16.06.2023;300598
W000058026;SK20;JOB-BATCH;00:10:45;5005435871;16.06.2023;175;PC;4 778,87;Pivot assy;16.06.2023;300598
W000058027;SK20;JOB-BATCH;00:10:45;5005435871;16.06.2023;150;PC;4 089,94;Pivot assy;16.06.2023;300598
W000081306S1;SK20;JOB-BATCH;00:10:45;5005435871;16.06.2023;50;PC;1 817,16;Pivot assembly;16.06.2023;300598
W000087897;SK20;JOB-BATCH;00:10:45;5004969823;11.03.2023;360;PC;4 812,13;Flat Blade 425 MBadaptor LHD BR463;11.03.2023;4879
W000035080;SK20;JOB-BATCH;00:10:46;5004993890;16.03.2023;11 520;PC;12 603,80;Spline FB1 655 R4000 17N;16.03.2023;4879
W000071176;SK20;JOB-BATCH;00:10:46;5005209300;27.04.2023;1 470;PC;25 555,19;Aquablade UFB 650 GEN2V LHD;27.04.2023;4879
W000081911;SK20;JOB-BATCH;00:10:46;5005030732;23.03.2023;3 840;PC;4 765,59;Spline FB1 655 asm 17N;23.03.2023;4879
W178769;SK20;JOB-BATCH;00:10:46;5005822725;13.10.2023;840;PC;23 778,33;Wiper blade flat L460 PS LHD H;13.10.2023;4879
W314268;SK20;JOB-BATCH;00:10:47;5005251914;06.05.2023;720;PC;7 731,75;Flat Blade 550 MBadaptor LHD CrExt;06.05.2023;4879
54115087;SK20;JOB-BATCH;00:10:48;5005814400;11.10.2023;480;PC;5 705,80;Link;11.10.2023;153182
54115307;SK20;JOB-BATCH;00:10:48;5005814400;11.10.2023;1 280;PC;12 356,68;Link;11.10.2023;153182
54115337;SK20;JOB-BATCH;00:10:48;5005814400;11.10.2023;448;PC;4 253,98;Link;11.10.2023;153182
54115347;SK20;JOB-BATCH;00:10:48;5005814400;11.10.2023;384;PC;5 721,84;Link;11.10.2023;153182
54125147;SK20;JOB-BATCH;00:10:48;5005814400;11.10.2023;1 520;PC;13 996,51;Link;11.10.2023;153182
923195ZHO;SK20;ZYLAK;00:10:48;5005801415;06.10.2023;25 500;PC;20 482,62;Bellows;06.10.2023;109856
923196ZHO;SK20;ZYLAK;00:10:48;5005801415;06.10.2023;18 000;PC;16 615,80;Bellows;06.10.2023;109856
924382ZHO;SK20;ZYLAK;00:10:48;5005801415;06.10.2023;6 000;PC;5 083,14;Bellows;06.10.2023;109856
W000005447;SK20;JOB-BATCH;00:10:48;5004822308;08.02.2023;2 250;PC;3 202,13;Crank;08.02.2023;83143
W000087900;SK20;JOB-BATCH;00:10:48;5004969824;11.03.2023;720;PC;9 690,58;Flat Blade 425 MBadaptor RHD BR463;11.03.2023;4879
58841997;SK20;JOB-BATCH;00:10:49;5004804878;03.02.2023;80 064;PC;5 635,70;Liner BTM small;03.02.2023;106495
80004697;SK20;JOB-BATCH;00:10:49;5004804878;03.02.2023;1 800;PC;1 478,84;Rubber 410 GC5 XM107;03.02.2023;106495
80010397;SK20;JOB-BATCH;00:10:49;5004804878;03.02.2023;7 200;PC;9 359,86;Rubber 654 Na01 XM107;03.02.2023;106495
80014667;SK20;JOB-BATCH;00:10:49;5004804878;03.02.2023;1 560;PC;2 018,53;Rubber FB1 475 FB06 L1-5,7 XM854 GN8;03.02.2023;106495
W000059257;SK20;JOB-BATCH;00:10:49;5004804878;03.02.2023;1 260;PC;1 593,04;Spline FB2 596 R4000 13,6N;03.02.2023;106495
W000063238;SK20;JOB-BATCH;00:10:49;5004804878;03.02.2023;11 520;PC;3 918,76;Connector Gen2V FB2;03.02.2023;106495
W000074087;SK20;JOB-BATCH;00:10:49;5004804878;03.02.2023;2 085;PC;1 442,92;Spline FB1 L450 R2500 F14;03.02.2023;106495
W000074619;SK20;JOB-BATCH;00:10:49;5004804878;03.02.2023;2 294;PC;2 110,98;Spline FB1 L605 R3000 F14;03.02.2023;106495
W000080081;SK20;JOB-BATCH;00:10:49;5004804878;03.02.2023;5 600;PC;6 866,50;Rubber FB1 350 K106 L1-5,4 Visio GN9;03.02.2023;106495
W000080085;SK20;JOB-BATCH;00:10:49;5004804878;03.02.2023;5 600;PC;8 266,94;Rubber FB1 450 K106 L1-5,4 Visio GN9;03.02.2023;106495
W000080086;SK20;JOB-BATCH;00:10:49;5004804878;03.02.2023;5 600;PC;8 618,06;Rubber FB1 475 K106 L1-5,4 Visio GN9;03.02.2023;106495
W000080087;SK20;JOB-BATCH;00:10:49;5004804878;03.02.2023;5 600;PC;8 967,62;Rubber FB1 500 K106 L1-5,4 Visio GN9;03.02.2023;106495
W000080089;SK20;JOB-BATCH;00:10:49;5004804878;03.02.2023;4 200;PC;7 294,39;Rubber FB1 550 K106 L1-5,4 Visio GN9;03.02.2023;106495
W000080090;SK20;JOB-BATCH;00:10:49;5004804878;03.02.2023;4 200;PC;7 590,91;Rubber FB1 580 K106 L1-5,4 Visio GN9;03.02.2023;106495
W000080091;SK20;JOB-BATCH;00:10:49;5004804878;03.02.2023;4 200;PC;7 819,69;Rubber FB1 600 K106 L1-5,4 Visio GN9;03.02.2023;106495
W173035;SK20;JOB-BATCH;00:10:49;5005726665;09.09.2023;630;PC;9 610,71;Blade UFB 580 Gen2V LHD;09.09.2023;4879
W178777;SK20;JOB-BATCH;00:10:49;5005822726;13.10.2023;1 260;PC;38 764,11;Wiper blade flat L460 DS LHD H;13.10.2023;4879
WA51699;SK20;JOB-BATCH;00:10:49;5004804878;03.02.2023;1 000;PC;1 097,99;Rubber FB2 430 2AE3 5,45 VISIO GRAPH GN9;03.02.2023;106495
WA51706;SK20;JOB-BATCH;00:10:49;5004804878;03.02.2023;600;PC;845,48;Rubber FB2 600 2AE3 5,45 VISIO GRAPH GN9;03.02.2023;106495
WA91649;SK20;JOB-BATCH;00:10:49;5004804878;03.02.2023;1 485;PC;12 430,37;L460 Rear blade;03.02.2023;106495
475663;SK20;JOB-BATCH;00:10:50;5004721851;14.01.2023;1 260;PC;28 053,13;Armature assy SW2L 12x40x0.5;14.01.2023;4879
151330A;SK20;JOB-BATCH;00:10:50;5005411463;10.06.2023;742;PC;9 656,66;Blade PIN 550 8p;10.06.2023;4879
W000070132;SK20;JOB-BATCH;00:10:50;5005376770;01.06.2023;8 640;PC;9 016,62;Spline FB1 605 R2500 16N;01.06.2023;4879
W000070132;SK20;JOB-BATCH;00:10:50;5005030733;23.03.2023;4 320;PC;5 015,09;Spline FB1 605 R2500 16N;23.03.2023;4879
W178777;SK20;JOB-BATCH;00:10:50;5004969825;11.03.2023;968;PC;31 412,80;Wiper blade flat L460 DS LHD H;11.03.2023;4879
W000048758;SK20;JOB-BATCH;00:10:52;5004993891;16.03.2023;4 320;PC;8 070,41;Tube straight fi20x1 L506 (X52 LHD);16.03.2023;183586
W000060111;SK20;JOB-BATCH;00:10:52;5004993891;16.03.2023;3 520;PC;7 847,73;Tube straight fi20x1 L618 (X62 LHD);16.03.2023;183586
W000096311;SK20;JOB-BATCH;00:10:52;5004993891;16.03.2023;2 630;PC;4 125,23;Tube straight fi20x1 L418 (BR247);16.03.2023;183586
W199741;SK20;JOB-BATCH;00:10:52;5005822727;13.10.2023;1 050;PC;17 255,48;Wiper blade flat L460 DS LHD UH;13.10.2023;4879
W230667;SK20;JOB-BATCH;00:10:52;5004993891;16.03.2023;2 500;PC;3 699,50;Tube-straight VW C5;16.03.2023;183586
W000076120;SK20;JOB-BATCH;00:10:53;5005251915;06.05.2023;720;PC;7 807,92;Blade PS RHD X243;06.05.2023;4879
W178774;SK20;JOB-BATCH;00:10:53;5004969826;11.03.2023;828;PC;24 786,26;Wiper blade flat L460 PS RHD H;11.03.2023;4879
W000005452;SK20;JOB-BATCH;00:10:56;5004822309;08.02.2023;1 200;PC;1 742,94;Crank;08.02.2023;83143
W000076117;SK20;JOB-BATCH;00:10:56;5005251916;06.05.2023;1 087;PC;12 103,31;Blade DS LHD X243;06.05.2023;4879
W000077507;SK20;JOB-BATCH;00:10:56;5005209301;27.04.2023;524;PC;11 452,92;Blade UFB Aqua LHD 580 Gen2V;27.04.2023;4879
179598;SK20;JOB-BATCH;00:10:57;5005030734;23.03.2023;4 320;PC;4 897,15;Spline FB1 585 R5000 17N;23.03.2023;4879
59086187;SK20;ZYLAK;00:10:57;5005797219;05.10.2023;150;KG;7 244,68;Liquid Seal;05.10.2023;4594
P2176;SK20;JOB-BATCH;00:10:58;5005726666;09.09.2023;25 344;PC;16 151,98;Individual Box Toyota neutral G;09.09.2023;114203
54115197;SK20;JOB-BATCH;00:10:59;5005814401;11.10.2023;60;PC;813,09;Crank;11.10.2023;173783
W000070115;SK20;JOB-BATCH;00:10:59;5005411464;10.06.2023;12 800;PC;11 956,23;Spline FB1 505 R4000 14N;10.06.2023;4879
W000077508;SK20;JOB-BATCH;00:10:59;5005209302;27.04.2023;69;PC;1 439,28;Blade UFB Aqua LHD 450 Gen2V;27.04.2023;4879
W314268;SK20;JOB-BATCH;00:10:59;5005376771;01.06.2023;1 080;PC;11 211,19;Flat Blade 550 MBadaptor LHD CrExt;01.06.2023;4879
179396;SK20;JOB-BATCH;00:11:01;5005251917;06.05.2023;9 600;PC;10 004,91;Spline FB1 505 R3000 14N;06.05.2023;4879
W000080702;SK20;JOB-BATCH;00:11:01;5005726667;09.09.2023;3 600;PC;4 800,89;Rubber FBR 380 FBH02 VISIO;09.09.2023;4879
179385;SK20;JOB-BATCH;00:11:02;5005030735;23.03.2023;18 720;PC;21 192,72;Spline FB1 585 R4000 14N;23.03.2023;4879
W260104;SK20;JOB-BATCH;00:11:02;5004822310;08.02.2023;3 040;PC;3 222,52;Lever Dacia X52 LHD PS. 76,4x22mm;08.02.2023;83143
54408517;SK20;JOB-BATCH;00:11:05;5004733584;18.01.2023;5 000;PC;2 093,80;Ball stud_x1_A12_a-r;18.01.2023;194613
54411107;SK20;JOB-BATCH;00:11:05;5004733584;18.01.2023;3 000;PC;2 155,89;Double ball stud_x2k_A12-12_p-f;18.01.2023;194613
W260102;SK20;JOB-BATCH;00:11:05;5004822311;08.02.2023;6 080;PC;6 453,92;Lever Dacia X52 LHD DS. 78x22mm;08.02.2023;83143
923195ZHO;SK20;ZYLAK;00:11:06;5005801417;06.10.2023;34 500;PC;27 711,78;Bellows;06.10.2023;109856
923196ZHO;SK20;ZYLAK;00:11:06;5005801417;06.10.2023;16 500;PC;15 231,15;Bellows;06.10.2023;109856
924382ZHO;SK20;ZYLAK;00:11:06;5005801417;06.10.2023;7 000;PC;5 930,33;Bellows;06.10.2023;109856
W000071176;SK20;JOB-BATCH;00:11:07;5004993892;16.03.2023;1 152;PC;20 026,92;Aquablade UFB 650 GEN2V LHD;16.03.2023;4879
W000011228;SK20;JOB-BATCH;00:11:08;5005030736;23.03.2023;7 200;PC;13 459,90;Rubber FB2 650 2AE3 L1-5,25 Visio GN7Bpg;23.03.2023;4879
W000022181;SK20;JOB-BATCH;00:11:08;5005726668;09.09.2023;7 200;PC;8 126,35;Rubber FBR 310 FBH02 L1-6,6 Visio;09.09.2023;4879
W000107448;SK20;JOB-BATCH;00:11:08;5005411465;10.06.2023;2 000;PC;7 848,44;Rubber FB1 550 L1-5,4 CR-Extr;10.06.2023;4879
107807;SK20;JOB-BATCH;00:11:11;5005814402;11.10.2023;125;PC;3 200,75;Pivot;11.10.2023;300598
107809;SK20;JOB-BATCH;00:11:11;5005814402;11.10.2023;450;PC;12 655,70;Pivot;11.10.2023;300598
107932;SK20;JOB-BATCH;00:11:11;5005814402;11.10.2023;175;PC;4 966,76;Pivot;11.10.2023;300598
109691;SK20;JOB-BATCH;00:11:11;5005814402;11.10.2023;400;PC;7 539,64;Pivot;11.10.2023;300598
110689A1;SK20;JOB-BATCH;00:11:11;5005814402;11.10.2023;36;PC;415,60;Link;11.10.2023;300598
110692A1;SK20;JOB-BATCH;00:11:11;5005814402;11.10.2023;108;PC;1 547,82;Link;11.10.2023;300598
150959S1;SK20;JOB-BATCH;00:11:11;5005814402;11.10.2023;45;PC;1 451,09;pivot;11.10.2023;300598
W000009445;SK20;JOB-BATCH;00:11:11;5005814402;11.10.2023;175;PC;4 546,58;Pivot;11.10.2023;300598
W000026316;SK20;JOB-BATCH;00:11:11;5005814402;11.10.2023;100;PC;347,58;Blade nozzle PIN Daimler;11.10.2023;300598
W000028379S1;SK20;JOB-BATCH;00:11:11;5005814402;11.10.2023;775;PC;21 292,68;Pivot assy;11.10.2023;300598
W000028380S1;SK20;JOB-BATCH;00:11:11;5005814402;11.10.2023;975;PC;28 188,81;Pivot assy;11.10.2023;300598
W536673;SK20;JOB-BATCH;00:11:12;5005251918;06.05.2023;501;PC;8 557,26;Blade DAF P10210 DS./PS LHD;06.05.2023;4879
W000098719;SK20;JOB-BATCH;00:11:13;5005726669;09.09.2023;4 800;PC;5 376,05;Spline FB1 535 asm 16N;09.09.2023;4879
W000094263;SK20;JOB-BATCH;00:11:14;5005411466;10.06.2023;12 800;PC;12 551,81;Spline FB1 555 R5000 14N;10.06.2023;4879
W000094263;SK20;JOB-BATCH;00:11:18;5004921425;02.03.2023;19 200;PC;20 961,98;Spline FB1 555 R5000 14N;02.03.2023;4879
W314265;SK20;JOB-BATCH;00:11:18;5005251919;06.05.2023;1 080;PC;12 088,22;Flat Blade 600 MBadaptor LHD CrExt;06.05.2023;4879
W000059881;SK20;JOB-BATCH;00:11:20;5005726670;09.09.2023;7 680;PC;8 825,47;Spline FB1 655 R2500 14N;09.09.2023;4879
W000077508;SK20;JOB-BATCH;00:11:20;5005411467;10.06.2023;541;PC;11 247,87;Blade UFB Aqua LHD 450 Gen2V;10.06.2023;4879
W000094177;SK20;JOB-BATCH;00:11:21;5004921426;02.03.2023;1 600;PC;1 982,50;Spline FB1_L646_7.17x1.03_ST02340;02.03.2023;4879
181711;SK20;JOB-BATCH;00:11:25;5005834556;18.10.2023;364;PC;561,63;Main bow_PIN_381_hole fi 6_SWF_T1,2;18.10.2023;73812
186078;SK20;JOB-BATCH;00:11:25;5005834556;18.10.2023;798;PC;746,09;Main bow_CRIMP_259_riv4_SWF_T1,2;18.10.2023;73812
186669;SK20;JOB-BATCH;00:11:25;5005834556;18.10.2023;1 064;PC;1 608,77;Main bow_CRIMP_259_riv4_SWF_T1,2;18.10.2023;73812
189042;SK20;JOB-BATCH;00:11:25;5005834556;18.10.2023;780;PC;458,30;Tertiary bow_CRIMP_L130_65/65_H14_wide;18.10.2023;73812
189698;SK20;JOB-BATCH;00:11:25;5005834556;18.10.2023;462;PC;718,33;Main bow_CRIMP_259s_riv4_SWF_T1,2;18.10.2023;73812
58396226;SK20;JOB-BATCH;00:11:25;5005834556;18.10.2023;2 112;PC;645,60;Secondary bow_BTM_8p curv_L149_74/74;18.10.2023;73812
58397156;SK20;JOB-BATCH;00:11:25;5005834556;18.10.2023;880;PC;191,16;Tertiary bow_BTM_L132_66/66_H13;18.10.2023;73812
W000079872;SK20;JOB-BATCH;00:11:25;5005030737;23.03.2023;1 600;PC;6 808,42;Arm Rod 12x4_MB_293_H62x_LHD_DS;23.03.2023;4879
W000085624;SK20;JOB-BATCH;00:11:26;5004921427;02.03.2023;4 320;PC;4 033,20;Spline FB1 405 R3000 14N;02.03.2023;4879
W178777;SK20;JOB-BATCH;00:11:26;5005251920;06.05.2023;1 218;PC;39 525,61;Wiper blade flat L460 DS LHD H;06.05.2023;4879
W000076119;SK20;JOB-BATCH;00:11:30;5005251921;06.05.2023;720;PC;7 759,27;Blade PS LHD X243;06.05.2023;4879
M0000598;SK20;HARDEKK;00:11:31;5005251910;06.05.2023;5 290;KG;59 150,05;wire 9x4 C32D-C38D tZnAl 5 k;06.05.2023;31795
P1428;SK20;JOB-BATCH;00:11:31;5005648282;18.08.2023;410;PC;270,19;Individual box SWF D;18.08.2023;52027
P1430;SK20;JOB-BATCH;00:11:31;5005648282;18.08.2023;1 815;PC;905,69;Indywidual box SWF R;18.08.2023;52027
P1469;SK20;JOB-BATCH;00:11:31;5005648282;18.08.2023;3 520;PC;1 443,20;Indywidual box SWF P;18.08.2023;52027
P1474;SK20;JOB-BATCH;00:11:31;5005648282;18.08.2023;2 640;PC;1 267,20;Indywidual box SWF P;18.08.2023;52027
P1616;SK20;JOB-BATCH;00:11:31;5005648282;18.08.2023;4 500;PC;2 493,00;Individual box neutral G;18.08.2023;52027
W000031690;SK20;JOB-BATCH;00:11:31;5005030738;23.03.2023;1 600;PC;5 362,42;Rod;23.03.2023;4879
179396;SK20;JOB-BATCH;00:11:32;5005726671;09.09.2023;4 800;PC;4 737,58;Spline FB1 505 R3000 14N;09.09.2023;4879
W000081871;SK20;JOB-BATCH;00:11:33;5004921428;02.03.2023;7 680;PC;9 531,19;Spline FB1 655 asm 17N;02.03.2023;4879
W000074086;SK20;JOB-BATCH;00:11:36;5004921429;02.03.2023;7 680;PC;8 915,72;Spline FB1 605 R2500 14N;02.03.2023;4879
184491;SK20;JOB-BATCH;00:11:40;5004928353;03.03.2023;30 000;PC;602,10;Liner PIN MBT big;03.03.2023;48607
184492;SK20;JOB-BATCH;00:11:40;5004928353;03.03.2023;40 000;PC;564,00;Liner PIN MBT small;03.03.2023;48607
80014557;SK20;JOB-BATCH;00:11:40;5004928353;03.03.2023;12 096;PC;6 624,62;Blade clip FB Gen2D v1;03.03.2023;48607
1893369999;SK20;JOB-BATCH;00:11:40;5004928353;03.03.2023;8 000;PC;632,40;Blade clip T2;03.03.2023;48607
151755A1;SK20;JOB-BATCH;00:11:40;5004928353;03.03.2023;3 500;PC;7 138,81;STD Hose assy VS30 LHD DS.;03.03.2023;48607
151756A1;SK20;JOB-BATCH;00:11:40;5004928353;03.03.2023;2 000;PC;4 396,38;STD Hose assy VS30 LHD PS.;03.03.2023;48607
W000059693;SK20;JOB-BATCH;00:11:40;5004921430;02.03.2023;7 200;PC;7 773,05;Spline FB1 535 R3500 14N;02.03.2023;4879
W000090823;SK20;JOB-BATCH;00:11:40;5004928353;03.03.2023;40 000;PC;4 206,80;Raincap 4 Poles;03.03.2023;48607
W152695;SK20;JOB-BATCH;00:11:40;5004928353;03.03.2023;6 710;PC;5 277,21;Water Cap pivot Nissan P13A;03.03.2023;48607
W000014128;SK20;ZYLAK;00:11:42;5005801418;06.10.2023;1 200;PC;1 183,93;Connector base FBNG UC neutral;06.10.2023;58986
